clip_idx,segment,base_segment,window_index,t0_sec,seg_sec,hop_sec,context_sec,label,filename,group,split,dim
5,full__w0005__t0.250s,full,5,0.25,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0006__t0.300s,full,6,0.3,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0007__t0.350s,full,7,0.35,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0008__t0.400s,full,8,0.4,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0009__t0.450s,full,9,0.45,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0010__t0.500s,full,10,0.5,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0011__t0.550s,full,11,0.55,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0012__t0.600s,full,12,0.6,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0013__t0.650s,full,13,0.65,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0014__t0.700s,full,14,0.7,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0015__t0.750s,full,15,0.75,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0016__t0.800s,full,16,0.8,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0017__t0.850s,full,17,0.85,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0018__t0.900s,full,18,0.9,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0019__t0.950s,full,19,0.95,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0020__t1.000s,full,20,1.0,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0021__t1.050s,full,21,1.05,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0022__t1.100s,full,22,1.1,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0023__t1.150s,full,23,1.15,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0024__t1.200s,full,24,1.2,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0025__t1.250s,full,25,1.25,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0026__t1.300s,full,26,1.3,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0027__t1.350s,full,27,1.35,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0028__t1.400s,full,28,1.4,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0029__t1.450s,full,29,1.45,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0030__t1.500s,full,30,1.5,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0031__t1.550s,full,31,1.55,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0032__t1.600s,full,32,1.6,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0033__t1.650s,full,33,1.65,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0034__t1.700s,full,34,1.7,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
5,full__w0035__t1.750s,full,35,1.75,0.25,0.05,1.0,vowel_i,student10B_vowel_i.wav,vowel_i,train,768
6,full__w0000__t0.000s,full,0,0.0,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0001__t0.050s,full,1,0.05,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0002__t0.100s,full,2,0.1,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0003__t0.150s,full,3,0.15,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0004__t0.200s,full,4,0.2,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0005__t0.250s,full,5,0.25,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0006__t0.300s,full,6,0.3,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0007__t0.350s,full,7,0.35,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0008__t0.400s,full,8,0.4,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0009__t0.450s,full,9,0.45,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0010__t0.500s,full,10,0.5,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0011__t0.550s,full,11,0.55,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0012__t0.600s,full,12,0.6,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0013__t0.650s,full,13,0.65,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0014__t0.700s,full,14,0.7,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0015__t0.750s,full,15,0.75,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0016__t0.800s,full,16,0.8,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0017__t0.850s,full,17,0.85,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0018__t0.900s,full,18,0.9,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0019__t0.950s,full,19,0.95,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0020__t1.000s,full,20,1.0,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0021__t1.050s,full,21,1.05,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0022__t1.100s,full,22,1.1,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0023__t1.150s,full,23,1.15,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0024__t1.200s,full,24,1.2,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0025__t1.250s,full,25,1.25,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0026__t1.300s,full,26,1.3,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0027__t1.350s,full,27,1.35,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0028__t1.400s,full,28,1.4,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0029__t1.450s,full,29,1.45,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0030__t1.500s,full,30,1.5,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0031__t1.550s,full,31,1.55,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0032__t1.600s,full,32,1.6,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0033__t1.650s,full,33,1.65,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0034__t1.700s,full,34,1.7,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
6,full__w0035__t1.750s,full,35,1.75,0.25,0.05,1.0,fricative_s,student10B_fricative_s.wav,fricative_s,train,768
7,full__w0000__t0.000s,full,0,0.0,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0001__t0.050s,full,1,0.05,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0002__t0.100s,full,2,0.1,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0003__t0.150s,full,3,0.15,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0004__t0.200s,full,4,0.2,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0005__t0.250s,full,5,0.25,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0006__t0.300s,full,6,0.3,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0007__t0.350s,full,7,0.35,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0008__t0.400s,full,8,0.4,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0009__t0.450s,full,9,0.45,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0010__t0.500s,full,10,0.5,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0011__t0.550s,full,11,0.55,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0012__t0.600s,full,12,0.6,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0013__t0.650s,full,13,0.65,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0014__t0.700s,full,14,0.7,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0015__t0.750s,full,15,0.75,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0016__t0.800s,full,16,0.8,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0017__t0.850s,full,17,0.85,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0018__t0.900s,full,18,0.9,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0019__t0.950s,full,19,0.95,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0020__t1.000s,full,20,1.0,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0021__t1.050s,full,21,1.05,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0022__t1.100s,full,22,1.1,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0023__t1.150s,full,23,1.15,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0024__t1.200s,full,24,1.2,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0025__t1.250s,full,25,1.25,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0026__t1.300s,full,26,1.3,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0027__t1.350s,full,27,1.35,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0028__t1.400s,full,28,1.4,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0029__t1.450s,full,29,1.45,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0030__t1.500s,full,30,1.5,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
7,full__w0031__t1.550s,full,31,1.55,0.25,0.05,1.0,sentence,student10B_sentence.wav,sentence,test,768
